ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YHR092C	HXT4   TRANSPORT                HEXOSE PERMEASE	-1	-1	-1	-1	-1	-1	-0.12	0.31	0.12	-0.4	-0.32	-0.69	-0.23	-1	-0.4	0.26	-0.03	-0.22	0.1	-0.23	-0.4	-0.71	-0.49	-0.38	-0.29	-0.29	-0.79	0.21	-0.58	-0.81	-0.69	0.15	0.07	0.26	-0.1	0.29	-0.25	-0.07	0.45	1.48	0.86	1.74	1.77	2.25	2.17	1.83	1.4	2.1	2.13	1.42	2.11	1.92	1.92	-0.62	-1.47	-0.89	-1.12	-0.92	-1.09	-0.51	-0.67	-0.38	-1.6	-2.25	0.41	1.67	0.55	-0.64	-0.38	-0.1	-1.22	-1.47	-0.64	-1.18	0.31	0.58	1.67	-0.01	-0.04	0.3	0.73	1.2	1.19	1.79	0.94
YHR094C	HXT1   TRANSPORT                HEXOSE PERMEASE	-1	-1	-1	-1	-1	-1	0.01	0.06	-0.34	-0.34	-0.12	-0.23	-0.36	-0.25	-0.27	-0.58	0.42	-0.03	0.28	0.01	-0.06	-0.23	-0.6	-0.4	0.23	-0.09	-0.56	-0.47	-0.32	-1.09	-0.79	-0.15	0.04	0.11		0.37	0.23	-0.17	-0.38	0.7	-0.64	-0.51	-1.15	-0.34	-0.62	0.04	0.25	-1.43	-0.71	-0.71	-1.32	-0.86	-0.89	-0.17	-0.6	-0.47	-0.84	-0.32	-0.12	-0.09	-0.43	-0.17	-0.58	-1.51	0.44	-0.34	-0.51	-0.14	0.32	0.46	-1.15	-1.79	-0.4	-0.84	-0.15	0.46	1.34	-0.56	0.56	0.63	0.68	0.08	-0.2	0.21	-0.23
YHR096C	HXT5   TRANSPORT                HEXOSE PERMEASE	-1	-1	-1	-1	-1	-1	0.08	0.43	0.34	0.08	0.18	0.12	-0.23	0.08	-0.23	-0.32	0.56	0.21	0.45	0.01	-0.12	-0.1	-0.3	-0.3	1.85	0.9	0.79	0.43	-0.47	-1.09	-0.81	-0.62	-0.09	-0.49	-0.92	-0.1	0.36	0.01	0.11	1	0.24	-0.3	-0.62	-0.04	0.31	-0.14	0.19	-0.25	-0.45	0.52	-0.36	-0.6	-0.29	-0.14	1.02	0.59		0.58	1.52	0.39	-1	0.58	0.49	-0.74	0.77	3.32	1.68	0.42	0.53	0.77	-0.86	-1.29	-0.34	-0.15	0.03	1.04	1.37	0.04	-0.12	-0.04	0.66	0.32	-0.32	1.42	3.03
YHR103W	SBE22  BUD GROWTH               UNKNOWN	-1	-1	-1	-1	-1	-1	-0.17	0.1	-0.54	-0.12	-0.15	0.19	-0.36	-0.14	-0.18	0.4	0.26	0.24	0.1	-0.06	-0.09	0.16	-0.38		-0.07	-0.12		-0.17	-0.2	0.07	0.07	0.23	0.23	0.24	0.1	0.23	0.28	0.12	-0.71	0.99	0.07	0.32	-0.15	-0.27	0.34	0.21	0.2	0.23	-0.23	0.21	0.5	-0.03	-0.25	0.01	-0.36	-0.54	-0.42	-0.14	-0.42	0.25	-0.14	-0.42	0.31	-0.38	-0.23	0.23	-0.22	-0.06	-0.45	0.31	-0.1	-0.54	-0.38	-0.29	-0.58	-0.12	-0.54	-0.58	-0.01	-0.12	0.52	0.26	0.01	0.25	-0.43
YHR106W	TRR2   PYRIMIDINE BIOSYNTHESIS  THIOREDOXIN REDUCTASE	-1	-1	-1	-1	-1	-1	-0.03	-0.36	-0.01		-0.01	-0.25	0.06	-0.27	-0.29	-0.34	-0.17	-0.12	0.18	-0.03	0.21	-0.04	-0.1	-0.4	-0.14	-0.09	-0.18	-0.3	-0.15	-0.04	-0.12	0.04	0.18	-0.06	-0.18	0.15	0.2	0.04	0.07	0.2	0.21	-0.07	-1.36	-0.14	0.12	1.23	0.11	0.01	-0.14	-0.04	0.24	0.2	0.21	-0.38	-0.29	-0.97	-1.22	-0.84	-0.81	0.45	-0.54	-0.04	0.16	-0.07	-0.07	0.26	-0.22	-0.2	-0.06	-0.3	0.5	1.2	0.15	-0.04	-0.25	-0.25	-0.49	-0.64	0.18	0.11	0.1	-0.18	-0.18	0.37	-0.22
YHR107C	CDC12  CYTOKINESIS              SEPTIN	-1	-1	-1	-1	-1	-1	-0.17	-0.6	-0.47	-0.34	0.28	-0.12	0.37	-0.15		-0.14	-0.36	-0.3	-0.1	-0.29	-0.06	-0.14	0.15	-0.27	-0.97	-0.67	-0.56	-0.67	-0.04	-0.29	-0.42	0.57	0.21	0.31	-0.22	0.4	0.12	0.24	-0.27		-0.34	-0.47	-0.86	-0.43	-0.64	0.84	-0.25	-0.89	-0.54	0.28	-1.64	-0.17	-1.32	-0.38	0.1	0.04	-0.29	-0.97	-0.97	0.32	-0.62	-1.51	0.56	0.39	-0.34	0.15	-0.25	-0.27	0.19	-0.56	-0.09	-0.62	-0.09	-0.27	-0.2	0.14	-0.4	-0.2	-0.03	-0.12	-0.01	-0.22	-0.12	-0.22	-0.84
YHR117W	TOM71  MITOCHONDRIAL PROTEIN TA OUTER MEMBRANE TRANSLOCASE COMPONENT	-1	-1	-1	-1	-1	-1	-0.51	-0.38	-0.49	-0.23	-0.15	0.03	-0.12	-0.27	0.07	0.33	0.11	-0.07	0.03	-0.17	-0.22		-0.25	-0.04	-0.27	-0.17	0.07	-0.22	0.07	-0.04	0.16	0.53	0.29	0.64	0.4	0.51	0.38	0.7	-0.58	-0.58	-0.15	-0.1	-0.09	-0.01	-0.01	0.18	0.26	0.01	-0.09	-0.18	0.18	0.04	0.16	0.04	-0.06	-0.64	-0.81	-0.76	-0.69	0.11	-0.32	-0.18	-0.09	0.1	0.44	-0.34	0.16	0.16	-0.32	0.84	-0.36	-0.54	-0.67		0.61	0.83	1.08	0.55	0.01	-0.4	-0.29	-0.38	-0.54	-0.4	-1.22
YHR118C	"ORC6   DNA REPLICATION          ORIGIN RECOGNITION COMPLEX, 50 KD SUBUNIT"	-1	-1	-1	-1	-1	-1	-0.34	-0.4	-0.14	-0.17	-0.1	-0.06	-0.12	0.1	-0.06	-0.32	0.06		-0.1	-0.07	-0.17	0.11	-0.34	-0.18	-0.47	-0.74	-0.45	-0.36	-0.25	-0.22	-0.01	-0.09	-0.17	-0.25	0.01	-0.22	-0.29	-0.15	-0.67	-0.45	-0.04	-0.51	-0.74	-1.74	-0.42	-0.14	-0.01	-0.56	-0.42	0.59	-0.22	-0.42	-0.18	0.07	0.24	0.43	0.52	0.01	0.24	-0.38	-0.23	-0.2	0.03	0.63	-0.34	-0.25	-0.45	-0.45	-0.23	-0.23	-0.25	-0.18	-0.27	-0.54	-0.54	0.48	-0.86	-0.67	-0.03	0.1	0.43	-0.25	-0.42	0.42	-0.09
YHR119W	SET1   TRANSCRIPTION            TRITHORAX PROTEIN FAMILY	-1	-1	-1	-1	-1	-1	-0.71	-0.62	-0.69	-0.38	-0.49	-0.18	-0.45		-0.23	0.19	-0.25	-0.15	-0.04	-0.43	-0.51	-0.09	-0.62	-0.29	-0.54	-0.27	-0.06	-0.15	0.1	0.08	0.1	0.3	0.07	0.34	0.11	0.31	-0.22	0.01	-0.56	-0.3	-0.18	0.06	-0.1	-0.1	-0.4	-0.34	0.2	0.15	-0.12	0.38	-0.29	-0.49	-0.64	-0.04	0.87	1.34	1.9	1.31	1.78	-0.64	0.18	-0.36	1.48	1.42	-0.03	-0.25	0.2	0.01	0.25	0.34	-0.18	-0.49	-0.47	-0.56	-0.3	0.04	-0.27	0.08	-0.03	-0.22	0.69	-0.12	-0.29	-0.36	-0.58
YHR120W	MSH1   DNA REPAIR               MUTS HOMOLOG; MITOCHONDRIAL DNA REPAIR	-1	-1	-1	-1	-1	-1	-0.07	-0.3	-0.17	-0.15	0.18	-0.1	-0.22	0.1		-0.3	0.59	-0.01	-0.01	-0.17	0.21	0.32	-0.3	-0.12	-0.76	-0.4	-0.34	0.06	0.08	0.08	0.06	0.03	-0.03		-0.15	-0.42	-0.07	-0.15	0.01	-0.15	0.12	-0.45	-0.4	-0.22	-0.03	0.31	0.01	-0.49	-0.79	-0.58	-0.74	-0.62	-0.81	-0.18	0.01	-0.18	-0.6	-0.42	-0.38	-0.04	-0.6	-0.43	-0.17	-0.38	-0.18	-0.27	-0.79	-0.49	-0.09	-0.62	-0.29	-0.62	-0.49	-0.4	-0.43		-0.45	0.06	-0.25	0.08	0.2	0.01	-0.23	-0.2	-0.54
YHR123W	"EPT1   PHOSPHOLIPID METABOLISM  SN-1,2-DIACYLGLYCEROL ETHANOLAMINE- AND CHOLINEPHOSPHOTRANFERASE"	-1	-1	-1	-1	-1	-1	-0.62	-0.17	-0.51	-0.1	-0.3	-0.25	-0.45	-0.84	-0.58	-0.2	-0.27	-0.36	0.04	-0.36	-0.43	-0.51	-0.76	-0.71	-1.25	-0.09	0.03	-0.67	-0.2	-0.2	-0.12	0.14	-0.1	0.06	0.12	-0.09	-0.2	0.01	-0.62	0.04	0.04	-0.17	-0.69	-0.6	-0.09	0.19	-0.09	-0.62	-0.67	-0.58	-0.67	-0.71	-0.6	-0.14	-0.23	0.55	1.84	0.93	1.5	-1.25	0.38	-0.2	0.55	1.01	-0.07	0.52	0.28	-0.14	0.1	-0.42	0.28	-0.32	0.14	-0.29	-0.43	-0.6	-1.06	-1.03		-0.12	0.77	0.11	-0.23	0.03	-0.71
YHR128W	FUR1   PYRIMIDINE SALVAGE PATHW URACIL PHOSPHORIBOSYLTRANSFERASE	-1	-1	-1	-1	-1	-1	0.39	0.04	-0.1	-0.23	-0.17	0.04	-0.15	0.48	0.55	0.03	0.59		0.12	-0.01	0.2	0.3	0.18	-0.1	-0.84	-1.15	-0.45	0.18	0.7	0.58	0.52	0.16	-0.64	0.16	0.23	-0.6	-0.27	0.07	-0.04	0.04	0.04	-0.69	-0.56	-0.25	-0.32	0.85	-0.23	-1.22	-0.2	0.39	-0.6	-0.42	-0.49	-0.15	-0.69	1.34	1.64	1.38	1.19	-1.6	0.24	-0.56	-0.89	0.11	0.19	-1	-1.15	-0.86	-0.34	-0.04	0.07	-1.32	-0.89	-1.25	0.15	0.01	-0.32	-0.04	0.24	0.08	0.23	-0.71	-0.67	-1.89	-2.32
YHR129C	ARP1   CYTOSKELETON             ACTIN-RELATED PROTEIN	-1	-1	-1	-1	-1	-1	-0.22	-0.71	-0.09	-0.03	0.11	-0.14	0.11	0.16	-0.1	-0.42	-0.3	-0.01	-0.01	-0.3	-0.4	-0.25	0.08	-0.29	-0.03	-0.54	-0.36	-0.3	0.04	0.03	-0.32	-0.1	-0.25	-0.38	0.07	-0.3	-0.49	-0.14	-0.62	-0.45	0.12	-0.56	-0.47	-0.38	-0.51	-0.25	-0.1	-0.58	-0.62	-0.92	-0.76	-0.64	-0.71	-0.64	0.44	0.49	0.65	-0.06	-0.01	-0.06	-0.45	-0.92	0.84	0.95	-0.07	-0.79	-0.25	0.64	-0.03	0.08	-0.04	-0.4	-0.45	-0.42	-0.38	0.34	-0.17	-0.34	-0.29	-0.12	0.04	-0.34	-0.42	-0.04	-1.09
YHR132C	ECM14  CELL WALL BIOGENESIS     UNKNOWN	-1	-1	-1	-1	-1	-1	0.2	-0.03	0.12	-0.22	0.07	-0.22	0.3	-0.22	0.1	-0.18	-0.07		-0.3	-0.45	-0.03	-0.14	0.01	-0.38	0.03	-0.45	-0.51	-0.51	-0.49	-0.56	-0.38	-0.06	0.1	-0.23	-0.29	0.1	-0.15	-0.18	-0.18	-0.17	0.15	-0.09	0.18	0.23	0.16	0.19	0.06		0.15	0.08	-0.2	-0.09	0.08	-0.34	-0.15	-0.69	-1.06	-1.15	-0.81	0.29	-0.54	-0.42	-0.07	0.06	-0.51	0.07	0.1	-0.07	-0.07	-0.62	-0.14	-0.71	-0.17	-0.32	0.07	0.08	-0.97	-0.67	0.19	0.3	0.28	-0.06	-0.12	0.31	0.07
YHR136C	SPL2   CELL CYCLE               PROTEIN KINASE INHIBITOR	-1	-1	-1	-1	-1	-1	-0.62	-0.49	-0.25	-0.89		-0.34	0.14	0.03	0.25		0.23	-0.4	-0.49	-0.69	-0.71	-0.79	-0.34	-0.74	-0.58	0.43	0.15	-0.43	0.07	-0.69	-0.6	-0.6	-0.36	-0.67	-0.76	-0.47	-0.47	-0.71	-1.15	-1.06	-0.67	-0.47	-0.01	0.16	0.1	0.23	-0.03	0.14	0.3	0.4		-0.07	0.14	-0.6	-0.51	-0.56	-0.94	-0.89	-0.49	-0.3	-0.51	-0.43	0.03	-1	-0.29	-0.56	-0.34	-0.51	-0.86	-0.4	-0.64	-0.45	-0.2	-0.64	-0.67	0.1	-0.67	-1.03	-0.15	-0.03	0.01	-0.22	-0.17	-0.23	-0.22
YHR137W	ARO9   AROMATIC AMINO ACOD META AROMATIC AMINO ACID AMINOTRANSFERASE II	-1	-1	-1	-1	-1	-1	-0.97	-0.92	1.03	-0.18	-0.03	0.08	0.28	0.16	0.03	-0.04	-0.22	-0.43	-0.34	-0.43	-0.17	-0.38	0.32	-0.17	-0.12	-0.07	0.39	0.59	1	0.25	0.06	0.37	0.7	0.52	0.39	0.41	0.15	0.16	-2.47	-2.74	-2.64	-0.81	0.39	0.96	0.34	-0.22	-0.38	0.16	0.12	-0.79	-0.23	-0.42	-0.17	-0.25	-0.25	0.42	0.49	0.06	0.06	-0.69	-0.38	-0.79	1.06	1.51	0.23	4.51	3.53	1	0.58	1.85	-0.29	-0.58	0.33	0.04	0.11	0.24	0.31	1.95	0.03	-0.03	0.29		0.63	0.11	
YHR141C	RPL42B PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN L42B	-1	-1	1	-1	-1	-1	-0.23	0.18	-0.54	-0.03	-0.62	0.11	-0.23	0.19	-0.06	0.24	-0.14	-0.17	0.07	-0.14	-0.06	0.04	0.12	-0.01	-0.36	0.15	0.28	0.28	0.58	0.37	0.28	0.14	-0.15	-0.1	0.16	-0.38	-0.4	-0.43	-0.49	-0.25	-0.1	-0.1	-0.3	0.04	0.1	0.16	0.28	-0.23	0.03	0.97	-0.2	-0.2	0.21	0.14	-1.22	-1.51	-1.89	-0.74	-0.47	0.53	0.1	0.93	-2.56	-3.06	-0.22	-1.6	-1.69	-1.4	-1.25	-0.67	0.04	0.37	-0.69	-0.84	-0.58	-0.15	-1.09	-1.69	-0.03	-0.2	-0.22	-0.29	-0.36	-1.22	-2.06
YHR144C	DCD1   PYRIMIDINE METABOLISM    DEOXYCYTIDYLATE DEAMINASE	-1	-1	-1	-1	-1	-1	-0.29	0.23	-0.47	0.04	-0.56	0.29	-0.27	0.12	-0.34	0.01	-0.01	-0.25	-0.23	-0.27	-0.43	-0.22	-0.06	-0.25	-0.6		-0.14	0.26	0.44	0.33	0.01	-0.15	-0.58	-0.09	-0.06	-0.36	-0.4	-0.03	-0.1	0.34	-0.45	0.12	-0.43	-0.18	-0.17	0.01	0.46	-0.25	-0.29	0.4	-0.4	-0.3	-0.32	0.01		-0.3	-0.54	0.07	-0.89	0.08	-0.3	0.54	0.24	0.32	-0.32	-1.51	-0.03	-0.71	-0.62	0.04	-0.2	-0.18	-0.71	-0.36	-0.69	-0.03	-0.22	-0.4	-0.34		0.52	-0.18	-0.43	0.28	-0.42
YHR147C	"MRPL6  PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN, MITOCHONDRIAL L6"	-1	-1	-1	-1	-1	-1	-0.01	-0.07	0.33		0.23	0.2	-0.07	0.32	0.25	-0.25	0.49		0.08	-0.03	-0.07	0.07	-0.45	-0.22	0.19	-0.62	-0.15	-0.12	0.1	-0.12	0.08	-0.18	-0.36	-0.29		-0.09	-0.22	-0.12	-0.1	-0.43	-0.3	0.14	0.31	0.58	0.7	0.83	0.58	0.7	0.63	0.58	1.06	0.8	0.97		-0.64	-1.09	-1.32	-1	-0.71	0.19	-0.4	0.07	-1.18	-1.43	-0.01	-0.15	0.12	-0.36	-0.15	-0.06	-0.12	-0.3	0.04	-0.23	-0.14	0.33	-0.56	-0.22	0.08	0.19	0.1	0.24	0.1	0.96	0.4
YHR154W	ESC4   SILENCING                UNKNOWN	-1	-1	-1	-1	-1	-1	0.12		0.03	-0.2	0.03	-0.04	0.01	0.03	-0.04	0.12	-0.29	-0.47	0.11	-0.29	-0.23	-0.22	-0.12	-0.1	0.07	-0.32	-0.2	0.11	-0.32	-0.54	-0.34	-0.15	0.12	-0.09	-0.06	-0.42	-1.29	-0.47	-0.67	-0.38	-0.27	0.15	-0.67	-0.64	-0.56	-0.23	0.31	-0.45	-0.6	-0.15	-0.84	-0.67	-0.79	-0.47	1.07	1.14	1.38	0.48	0.18	-0.22	-0.54	-1.56	2.51	1.51	0.54	-0.1	0.1	0.57	-0.45	0.87	-0.92	-0.15	-0.56	-1.15	0.26	0.82	1.05	0.54	-0.01	-0.09	0.15	-0.01	-0.36	-0.17	0.38
YHR161C	YAP1801ENDOCYTOSIS AND SECRETIO CLATHRIN ASSEMBLY PROTEIN	-1	-1	-1	-1	-1	-1	0.11	0.2	0.65	0.19	0.41	0.3	0.15	0.15	0.12	0.08	0.38	0.08	-0.07	0.01	0.1	0.23	0.36	-0.15	0.84	0.16	-0.12	-0.1	-0.09	-0.62	-0.32	-0.17	-0.18	-0.4	-0.32		0.08		-0.69	-0.42	-0.18	-0.07	-0.01	0.1	-0.09	-0.2	0.03	-0.1	-0.3	0.08	0.26	0.38	0.5	-0.1	-0.27	-0.45	-0.79	-0.76	-0.67	-0.2	-0.43	-0.54	0.55	0.33	-0.09	1.39	0.97	0.43	0.44	0.37	-0.17	-0.17	0.15	0.06	0.11	-0.18	0.92	0.4	0.03	0.24	0.37	0.18	0.1	0.82	0.77
YHR163W	"SOL3   TRNA SPLICING, PUTATIVE  UNKNOWN"	-1	-1	-1	-1	-1	-1	0.11	-0.01	0.49	0.11	0.58	0.25	0.41	0.33	0.5	0.1	0.43	0.1	0.03	0.07	0.15	-0.07	0.41	-1.15	-1	-0.17	-0.1	-0.34	0.28	-0.34	-0.09	0.08	-0.17	-0.17	-0.09	-0.1	-0.4	-0.27	-0.2	-0.64	-0.58	-1.47	0.07	0.23		-0.17	-0.34	-0.29	-0.03	-0.47	-0.22	-0.32	-0.18	-0.15	-0.62	-1.36	-0.86	-0.76	-1.4	-0.04	-0.45	0.4	-1.03	-0.84	0.15	0.16	0.28	-0.22	0.45	0.26	0.36	-0.69	0.08	0.36	-0.15	0.12	0.14	-0.62	0.03	0.31	0.5	-0.17	-0.07		-0.69
YHR164C	DNA2   DNA REPLICATION          DNA HELICASE	-1	-1	-1	-1	-1	-1	-0.22	-0.23	-0.56	-0.29	-0.23	-0.17	-0.14	-0.22	-0.01	-0.25	0.04	-0.23	-0.14	-0.29	-0.25	-0.01	-0.49	-0.18	0.01	-0.25	0.74	0.07	-0.14	-0.12	0.06	0.11	0.31	0.41	0.15	0.21	0.5	0.1	-0.14	-0.42	-0.49	-2	-2.18	-1.56	-0.03	1.72	-0.1	-1.15	-0.32	-0.03	-1.74	-0.12	-1.06	-0.1		0.5	0.84	0.15	0.55	-0.62	-0.09	-1.06	0.62	1.23	0.2	0.01	0.29	0.31		-0.43	-0.18	-0.47	-0.18	-0.43	0.4	0.33	0.37	0.15	-0.18	-0.32	0.28	-0.36	-0.27	-0.14	-0.69
YHR165C	"PRP8   MRNA SPLICING            U4/U6, U5 SNRNP PROTEIN"	-1	-1	-1	-1	-1	-1	-0.23	0.06	-0.09	0.06	-0.45	-0.45	-0.32	0.06	-0.56	-0.2	-0.29	-0.32	-0.22	-0.58	0.52	-0.32	-0.51	-0.06	-0.15	-0.51	-0.56	-0.4	0.1	-0.09	0.07	-0.07	-0.67	0.24	-0.36	-0.84	-0.79	-0.2	-0.12	-0.07	-0.54	-0.23	-0.47	-0.43	-0.07	0.2	-0.43	-0.43	-0.43	-0.14	-0.64	-0.09	-0.45	0.12	-0.04	0.01	-0.03	0.14	0.25	-0.12	-0.03	0.01	-0.25	-0.34	-0.18	0.18	0.1	0.46	0.19	0.29	-0.94		-0.64	-0.56	0.07	0.65	1	-0.06	0.15		0.11	-0.23	0.04	0.01	-0.03
YHR170W	"NMD3   MRNA DECAY, NONSENSE-MED NAM7P/UPF1P-INTERACTING PROTEIN"	-1	-1	-1	-1	-1	-1	-0.18	-0.45	-1.03	-0.45	-0.25	0.15	-0.18	0.06	0.19	0.3	-0.01		-0.07	-0.04	-0.01	0.15	0.03	0.11	-1.15	-0.25	0.37	0.14	0.81	0.76	0.24	0.23	0.07	0.46	0.03	-0.71	-0.74	-0.15	0.96	0.92	0.33	0.4	0.21	0.3	0.21	-0.01	0.21	0.46	0.1	0.33	-0.43	-0.74	-0.6	-0.14	-1.25	-0.45	-1.69	-0.6	-0.18	-0.97	-1.25	-0.45	-2.64	-2	-0.18	-2.64	-1.56	-1.36	-0.94	-0.67	-0.12	-1.29	-1.25	-1.03	-0.27	-0.25	-0.49	0.93	0.1	0.38		-0.3	-0.47	-0.56	-1.09
YHR172W	SPC97  CYTOSKELETON             SPINDLE POLE BODY COMPONENT	-1	-1	-1	-1	-1	-1		-0.12	-0.32		0.62	0.36	-0.15	-0.3	-0.17	0.14	-0.15		0.32		0.04	0.12	-0.15	-0.25	-0.27	-0.69	-0.03	0.01	0.03	0.3	0.29	0.54	0.21	-0.06	-0.09	0.06	-0.97	-0.29	-0.38	-0.25	-0.3	0.24	-0.45	-0.71	-0.74	0.5	0.01	-1.36	-1.43	0.44	-0.74	-0.71	-1.64	-0.49	0.53		1.52	0.24	1.99	-0.71	0.01	-0.89	2.86	2.46	0.03	-0.15	-0.03	-0.14	-0.12	0.03	-0.36	-0.64	-0.86	-0.4	-0.14	0.3	-0.38	-0.42	-0.03	-0.3	0.42	0.2	-0.18	-0.54	-0.45
YHR174W	ENO2   GLYCOLYSIS               ENOLASE II	-1	-1	-1	-1	-1	-1	0.07	0.28	0.23	0.44	0.3	0.31	0.2	0.04	0.34	0.36	0.16	0.21	-0.06	0.14	0.25	0.41	0.14	0.15	1.27	0.7	0.32	1	0.44	0.56	0.24	0.44	0.11	0.19	-0.34	0.15	0.66	0.67	-1.25	-1.51	-1.4	-0.23	0.06	0.33	0.32	0.43	0.29	0.4	0.45	0.58	-0.07	-0.1	-0.1	0.31	-1.94	-2.94	-3.32	-3.32	-2.47	1.81	-1.12	0.37	-2.84	-5.64	0.82	1.05	0.33	-0.17	-0.2	-0.43	0.69	-0.25	1.08	0.58	0.31	-0.04	-0.43	-0.43	0.1	0.24	0.25	0.06	0.23	-0.43	-1.25
YHR175W	CTR2   TRANSPORT                COPPER TRANSPORTER	-1	-1	-1	-1	-1	-1	-0.18	0.58	-0.15	0.25	0.2	0.14	0.04	-0.03	0.04	-0.32	-0.27	-0.09	0.07	-0.17		-0.03	-0.17	-0.06	0.28	0.01	0.03	-0.17	-0.4	-0.03	0.15	0.2	0.24	0.36	0.21	0.24	-0.03	-0.18	-0.58	-0.45	-0.29	0.42	0.26	0.11	-0.06	0.42	0.36	0.33	0.19	-0.09	0.01	0.07	0.19	0.04	0.49	-0.74	-1.18	-1	-0.84	1.08	-0.56	-0.25	-0.36	-1.6	0.07	-0.4	-0.51	-0.62	-0.23	-0.17	0.55	-0.01	0.36	0.3	0.11	0.3	-0.09	0.15	0.21	-0.07	0.31	-0.09	0.1	-0.04	-0.25
YHR178W	STB5   TRANSCRIPTION            UNKNOWN; BINDS SIN3P	-1	-1	-1	-1	-1	-1	-0.54	0.36	-0.22	-0.42	0.08	-0.12	0.15	-0.17	0.2	-0.27	-0.43	-0.22	-0.1	-0.29	0.01	-0.14	-0.04	-0.27	-0.06	-0.49	-0.04	-0.34	-0.47	-0.76	-0.36	-0.23	0.18	-0.2	-0.56	0.33	0.16	-0.12	-0.2	-0.15	-0.12	1.24	-1.12	-0.14	-0.22	0.89	0.45	-0.29	-0.2		-1.74	0.29	-0.54	-0.71	0.41	-0.18	0.75	0.65	0.58	0.18	0.03	0.91	0.99	0.53	-0.17	0.86	0.03	0.25	0.36	-0.17	-0.38	-0.43	-0.64	-0.54	-0.15	0.26	-0.34	0.55	0.1	-0.18	0.08	-0.1		0.29	
YHR183W	"GND1   PENTOSE PHOSPHATE CYCLE  6-PHOSPHOGLUCONATE DEHYDROGENASE, DECARBOXYLATING"	-1	-1	-1	-1	-1	-1	0.31	-0.1	0.15	0.08	0.32	-0.14	0.37	-0.09	0.07	-0.29	-0.14	-0.2		-0.38	0.18	-0.12	-0.18	-0.29	-0.97	1.42	-0.4	-0.25	-0.01	0.11	-0.07	0.03	0.3	-2	-0.01	0.28	-0.12	-0.29	-1.18	-1.36	-0.84	-0.25	0.15	-0.03	-0.49	-0.58	-0.62	-0.4	-0.14	-1.25	-0.64	-0.71	-0.45	-0.54	-0.25		0.03	0.01		-0.17	0.01	-0.36	-0.29	-0.23	0.15	0.11	-0.23	-0.2	0.45	-0.12	0.4	-0.4	0.2	0.2	0.43	-0.01	-0.03	-0.54	-0.09	0.06	0.04	-0.32	-0.23	-0.32	-0.64
YHR187W	IKI1   KILLER TOXIN SENSITIVITY UNKNOWN	-1	-1	-1	-1	-1	-1	-0.03	-0.58	-0.27	-0.18	0.07	-0.29	0.29	-0.09	-0.07	-0.2	-0.25	-0.17	0.06	-0.36	-0.14	-0.38	0.06	-0.23	-0.29	-0.17	-0.06	-0.42	-0.23	-0.38	-0.45	-0.23	-0.27	-0.32	-0.1	-0.23	-0.45	-0.32	0.01	0.29	0.24	-0.15	-0.14	0.29	-0.94	-0.14	0.16	-0.56	-0.92	-0.29	-0.51	-0.49	-0.42	-0.4	0.11	-0.2	-0.47	-0.29	-0.62	0.1	-0.42	-0.27	-0.29	0.26	-0.47	-1.06	-0.56	-0.49	-0.1	-0.43	-0.36	-1.06	-0.3	-0.56	-0.22	-0.3	-0.17	-0.29	0.03	0.04	-0.17	-0.67	-0.4	-0.36	-0.71
YHR189W	NONE   PROTEIN SYNTHESIS        TRNA HYDROLASE (PUTATIVE)	-1	-1	-1	-1	-1	-1	-0.25	-0.04	0.03	0.19	-0.3	-0.38	-0.58		-0.3	-0.23	-0.3	0.03	-0.06	-0.34	-0.2	-0.07	-0.42	-0.17	0.91	0.01	0.23	-0.04	-0.27		0.07	-0.07	-0.01	0.18	0.18	0.14	0.1	0.29	-0.36	-0.17	-0.47	-0.18	-0.22	-0.14	0.32	0.29	-0.12	-0.15	-0.32	0.59	0.19	0.1	-0.04	-0.2	0.34	0.16	-0.18	-0.06	0.01	-0.07	-0.17	0.44	0.99	0.52	0.25	0.77	0.42	0.53	0.34	0.49	-0.71	-0.86	0.11	-0.38	-0.1	0.48	0.5	0.77	-0.3	-0.25	-0.18	-0.29	-0.4	0.07	0.19
