## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
ybr011c	0.31	-0.42	0.42	0.18	0.44	0.45	0.27	0.22	0.29	0.18	0.43	0	-0.03	0.22	0.41	0.3	0.32	-0.29
ybr014c	-0.11	0.06	0.36	0.1	0.19	0.1	0.34	-0.29	0.12	-0.25	-0.32	-0.08	-0.04	0.06	0.17	-0.36	0.2	0.04
ybr015c	0.02	-0.78	0.37	0.11	0.48	0.88	0.48	1.56	-0.12	-0.87	0.16	-0.48	0.11	0.47	0.35	0.95	0.21	0
ybr016w	0.63	0.03	0.25	-0.13	-0.06	-0.26	0.18	-0.23	0.05	-0.17	-0.05	-0.1	0.11	0.3	0.13	-0.26	-0.06	-0.13
ybr017c	0.13	-0.1	0.26	-0.11	0.1	0.44	0.15	0.05	0.22	0.12	0.77	0.46	0.08	0.11	0.63	0.2	0.29	-0.27
ybr018c	-0.66	NA	-0.86	-1.28	-1.45	-0.53	-0.48	-0.78	-0.53	-1	-1.53	-0.57	-0.54	-0.36	-1.06	0.55	-0.25	0.08
ybr019c	-0.45	0.28	-0.55	-0.75	-0.4	-0.29	-1.26	NA	-0.48	-0.8	-0.93	0.34	-0.27	-0.02	0.22	0.74	-0.16	-0.15
ybr020w	-0.87	-0.63	-1.26	-0.85	-0.82	-0.68	-0.6	-0.46	-0.57	0.66	-0.03	-0.75	-0.27	0.3	0.05	0.48	0.1	0.73
ybr021w	-0.18	0.42	0.62	0.16	0.32	-0.23	-0.31	NA	0.03	0.02	0.53	0.34	0.17	-0.24	-0.12	0.44	-0.06	-0.8
ybr022w	0.37	-0.51	0.29	0.33	1.13	-0.15	0.04	0.03	-0.85	-0.58	-1.46	0.58	0.06	0.7	0.01	0.1	0.16	0.14
ybr023c	1.43	0.79	0.2	0.48	0.54	0.14	-0.05	NA	0.13	-0.06	0.7	1.02	0.57	0.8	0.56	1.09	-0.02	0.1
yal056w	-0.34	-0.33	-0.76	-0.45	-0.05	-0.92	-0.4	0.29	-0.54	0.09	-0.27	-0.06	-0.2	-0.08	-0.22	0.43	-0.21	1.48
ybr024w	0.23	-0.86	0.22	-0.06	-0.11	-0.3	-0.21	-0.25	0.01	0.12	-0.31	-0.06	-0.21	0.28	-0.94	-0.08	-0.19	-0.69
ybr025c	0.43	0.01	-0.15	0.08	-0.11	-0.09	-0.23	NA	0.06	-0.04	0.19	0.51	-0.03	0.15	0.16	0.41	-0.01	-0.47
ybr027c	-0.35	-0.58	-0.34	-0.62	-0.37	-0.09	-0.56	0.29	-0.38	-0.14	-0.19	0.02	-0.02	0.07	-0.34	0.28	-0.09	0.04
ybr028c	-0.66	-0.3	-0.35	-0.13	0.07	0.2	-0.2	-0.31	-0.08	0.26	0.17	0.01	-0.19	0.47	-0.29	0.64	-0.28	0
ybr029c	-0.05	-0.44	-0.41	-0.32	-0.09	-0.12	0.07	0.42	0.05	0.22	0.1	-0.1	0.11	0.15	-0.13	0.2	-0.08	0.03
ybr030w	0.03	-0.47	-0.69	-0.41	-0.16	-0.61	-0.2	0.77	-0.18	-0.18	-0.36	0.41	-0.09	0.58	-0.01	-0.23	0.02	-0.13
yal055w	-0.47	-0.06	NA	-0.57	-1.58	-0.75	-0.56	0.01	-0.58	-0.2	-0.82	0.2	-0.23	0.25	-0.15	0.54	-0.06	0.14
ybr031w	0.32	-0.3	0.35	-0.09	0.38	0.27	0.29	0.43	0.3	-0.15	0.55	0.13	0.28	0.58	0.58	0.44	0.5	-0.89
ybr032w	-0.16	0.11	-0.18	-0.06	-0.18	-0.26	-0.16	-0.1	-0.41	0.4	-0.39	-0.34	-0.24	-0.03	-0.25	-0.43	0.03	-0.39
ybr033w	-0.33	-1.48	-0.25	-0.43	0.03	-0.16	-0.08	1.13	-0.11	0.12	-0.28	0.09	-0.33	0.09	0.36	0.15	0.29	NA
ybr034c	0.42	-1.41	-0.97	-0.77	-0.21	-0.64	-0.01	-0.21	-0.01	-0.18	-0.1	-0.16	0.05	0.03	-0.36	-0.17	-0.07	-0.02
ybr035c	-0.2	-0.28	0.32	-0.2	0.25	0.32	0.18	0.21	0.16	-0.13	-0.12	-0.14	-0.03	0.17	0.47	-0.12	0.22	0.29
ybr036c	0.05	-0.12	0.09	-0.05	0.16	-0.12	0.3	-0.06	0.06	-0.05	-0.08	0.1	0	0.2	0	-0.14	-0.16	0.04
ybr037c	-0.42	-0.25	0.18	-0.84	0.22	0.14	0.15	0.73	0.07	-0.03	0.13	0.15	-0.3	0.79	0.3	0.07	-0.04	0.62
ybr038w	-0.79	-1.26	-0.7	-1.14	-1.28	-0.63	0.05	0.3	0.52	0.03	0.2	0.09	-0.57	1.23	-0.27	0.95	0.59	-0.01
ybr039w	-0.68	-0.72	-0.15	-0.37	-0.31	-0.38	-0.06	-0.35	-0.19	-0.23	-0.06	-0.23	-0.12	-0.23	-0.03	1.5	-0.34	-0.38
ybr040w	NA	NA	NA	1.58	0.53	0.26	0.23	-0.5	-1.15	-0.95	-0.33	0.37	-0.38	0.28	-0.43	-0.06	0.62	-0.24
yal054c	-0.32	-1.01	-0.09	-0.72	-1.01	-0.7	-0.43	-0.8	-0.26	-0.35	-0.64	-0.22	-0.3	-0.44	-0.19	0	-0.27	0.12
ybr041w	0.09	0.04	0.62	0.51	0.48	0.2	0.24	-0.46	-0.23	-0.21	-0.1	0.29	0.32	0.52	0.2	0.29	-0.08	0.08
ybr042c	-0.54	-0.04	-0.19	0.23	NA	0.01	-0.65	-0.92	-0.3	1.22	0.29	-1.04	0.36	NA	-0.13	0	-0.04	0
ybr043c	-0.19	-0.19	-0.29	-0.08	-0.33	0.38	0.2	1.52	0.1	0.24	0.04	0.25	0.01	0.4	-0.03	0.65	0.31	0.08
ybr044c	-0.43	-0.73	-0.1	-0.98	-0.44	0.08	-0.2	NA	-0.07	-1.65	-0.26	-0.78	-0.87	-0.58	NA	0.29	0.29	-0.48
ybr045c	-0.02	0.02	-0.11	0.22	-0.13	-0.07	-0.16	-0.01	0.02	-1.21	0.28	0.01	0	0.28	0.37	-1.15	-0.04	0.19
ybr046c	0.3	0.96	1.36	0.68	-0.16	0.34	0.06	NA	0.36	NA	0.21	-0.39	-0.05	1	NA	1.1	0.18	1.26
ybr047w	0	0.71	0.29	0.22	-0.49	0.75	-0.07	0.3	0.25	-0.04	0.12	0.42	0.2	0.21	-0.2	-0.12	0.4	-1.15
ybr048w	0.24	-0.04	0.39	-0.26	-0.1	-0.16	-0.26	-0.71	-0.03	NA	0.31	NA	-0.05	0.17	0.27	NA	0.55	1
ybr049c	-1	-0.6	-0.96	-0.46	-0.35	0.15	-0.06	0.25	-0.26	-0.1	-0.24	-0.14	-0.26	0.35	-0.06	-0.53	0.02	0.25
ybr050c	-1.45	0.86	0.87	-1.14	-1.01	-0.28	0.68	NA	-0.38	NA	-0.71	NA	-0.57	NA	NA	-1.32	-0.39	NA
yal053w	0.82	0.54	0.67	0.66	0.84	0.66	0.59	-0.22	-0.07	-0.13	0.58	0.75	0.43	0.56	0.72	0.99	0.29	0.12
ybr051w	0.1	1.87	0.05	-0.63	-0.68	NA	0.04	1.32	-0.26	NA	0.46	NA	0.44	NA	-0.75	-0.44	0.07	0.14
ybr052c	-0.09	1.87	0.52	-0.07	-0.65	-0.46	-0.54	NA	-0.17	0.78	-0.47	-0.69	0.22	-0.62	-0.34	-1.09	-0.21	1.11
ybr053c	0.06	0.89	0.47	0.39	-0.04	-0.26	-0.45	0.24	-0.43	0.02	0.15	0.3	0.12	-0.01	-0.3	1.38	-0.4	-0.19
ybr054w	NA	-2.02	-1.19	-2.23	-2.01	NA	-1.27	-0.56	0.32	1.21	0.79	0.32	-0.42	-0.71	-1.16	-0.84	-0.14	0.89
ybr056w	0.47	0.65	1.1	0.6	0.33	-0.28	-0.45	-0.41	-0.19	0.1	-0.05	-0.1	-0.16	-0.02	-0.45	-0.17	-0.21	-0.05
ybr057c	0.03	0.46	-0.39	-1.01	-0.27	-0.46	-0.34	0.12	-0.4	-0.46	-0.34	-0.11	-0.19	0.08	-0.22	-0.16	-0.08	NA
ybr058c	0.16	0.03	-0.04	-0.29	0.03	-0.27	0.38	-0.07	0.19	0.09	0.07	-0.73	0.02	0.27	-0.12	0.02	0.11	0.75
ybr059c	-0.25	0.35	0.92	1.34	1.62	-0.8	-0.14	0.12	-0.19	-0.37	0.42	0.43	0.42	0.02	0.32	0.22	0.07	-0.37
ybr060c	-0.14	-0.56	-0.16	-0.3	0.13	-0.47	-0.52	-0.31	-0.01	-0.52	0.08	-0.07	-0.34	0.42	-0.05	0.04	0.15	-0.49
yal051w	-0.59	-0.4	-0.41	-0.38	-0.37	-0.38	-0.24	0.14	0	0.51	-0.38	0.22	-0.26	0.03	0.29	0.74	0.3	0.35
ybr061c	0.11	-0.63	-0.33	-0.92	-0.16	-0.26	0.03	0.13	0.2	-0.07	-0.09	-0.26	0.03	0.09	-0.18	-0.55	0.06	-1.14
ybr062c	0	0.08	0.2	-0.27	-0.28	-0.14	-0.14	-0.67	0.07	-0.17	-0.11	-0.1	-0.36	0.14	-0.61	-0.28	-0.19	-0.7
ybr063c	-0.29	0	-0.08	NA	-0.19	-0.34	-0.19	0	-0.08	-0.42	0.1	-0.15	-0.26	-0.18	-0.36	-0.1	0.06	-0.3
ybr064w	-0.28	-0.03	-0.13	-0.4	-0.13	-0.36	-0.21	-0.33	-0.19	-0.38	-0.31	-0.03	-0.25	-0.03	-0.32	0.47	-0.06	0.06
ybr065c	-0.22	-0.46	-0.28	-0.14	0.08	-0.36	-0.13	0.07	-0.23	0.17	-0.11	-0.26	-0.08	0.09	0.08	-0.6	-0.02	NA
ybl100c	-0.19	-0.28	0.62	0.56	1.8	0.57	0.52	0.04	0.09	NA	0.47	NA	0.14	NA	1.07	NA	0.37	0.47
ybr066c	-0.07	0.36	-0.87	-2.22	-0.98	0.06	0.09	-0.04	-0.17	0.64	0.1	-0.4	-0.58	-0.42	-0.57	0.08	0.01	0.76
ybl099w	-0.01	1.93	0.31	0.1	0.54	-0.26	-0.31	NA	0.2	NA	0.05	NA	-0.37	NA	0.29	NA	0.25	NA
ybr067c	1.51	1.04	1.09	0.57	0.01	-0.75	-1.31	-1.62	-0.92	-0.67	0.28	0.22	0.25	-0.12	-0.44	-0.04	-1.27	-0.29
ybr068c	0.36	1.22	-0.28	-0.34	-0.08	0.07	0.29	0.81	0.23	0.17	-0.07	0.19	0.02	0.07	0.14	0.61	0	0.67
yal049c	0.23	0.18	0.4	0.46	0.26	0.21	0.02	0.2	-0.27	-0.77	-0.39	0.73	0.08	0.57	0.13	0.28	0.13	1.6
ybr069c	-0.16	-0.42	-0.54	-0.53	-0.55	-0.02	-0.13	0.23	0.26	0.26	0.59	0.65	0.1	0.34	0.03	0.64	0.08	0.68
ybr070c	-1.24	-0.51	0.33	0.67	0.21	0.15	-0.47	-0.55	-0.99	-0.15	-0.13	0.31	0.33	0.16	-0.45	-0.06	-0.47	-0.61
ybr071w	-1.12	-0.16	1.25	0.89	-0.13	-0.12	-1.11	-0.99	-0.88	0.43	1.44	1.42	0.53	0.41	-0.5	0.01	-0.79	0.31
ybr072w	-1.05	-0.04	-0.29	-0.53	-0.47	-0.21	-0.54	-0.12	-0.41	-0.26	-0.35	-1.07	-0.62	-0.69	-0.39	0.04	-0.65	-0.37
ybr073w	-0.53	0.68	0.37	0.27	-0.04	-0.04	-0.35	-0.1	-0.48	-0.64	0.04	0.52	0.15	0.08	0.06	-1.37	-0.6	0.03
ybr074w	0.08	2.19	-0.27	1.14	-0.36	-1.12	-0.05	0.32	-1.46	0.83	0.75	NA	-0.18	-0.36	-0.2	NA	0.88	NA
ybr075w	0.04	-0.28	-0.27	-0.33	-0.28	-0.01	-0.2	0.15	-0.05	-0.02	0.04	0.29	0	0.17	-0.03	0.64	-0.07	0.41
ybr076w	-0.35	-0.28	-0.32	-0.63	-0.73	-0.14	-0.51	-0.07	-0.56	-0.02	-1.24	-0.34	-0.08	-0.09	-0.65	0.22	-0.13	-0.09
ybl098w	-0.49	-0.57	-0.02	-0.76	-0.72	-0.13	0	NA	0.41	0	-0.25	0.59	-0.24	-0.24	-0.01	0.52	0.13	0.17
ybr077c	-0.39	-0.19	0.02	-0.58	-0.22	0.33	-0.01	NA	-0.07	-0.25	-0.1	0.12	-0.01	0.3	-0.17	-0.35	-0.09	0.12
yal048c	-0.19	0.77	-0.15	-0.59	-0.76	0.28	0.13	-0.08	-0.04	NA	-0.47	0.13	-0.02	1.17	0.05	0.79	0.46	-1.46
ybr078w	-0.17	-0.29	-0.15	-0.04	0.72	0.17	0.6	0.6	0.62	-0.91	0.12	-0.07	0.3	0.86	0.93	-0.2	0.24	0.95
ybr079c	-0.03	-0.77	-0.24	0.12	0.13	-0.18	0.16	0.07	0.03	-0.03	0.46	0.53	0.45	0.69	0.33	-0.13	0.34	NA
ybr080c	0.04	-0.25	0.23	0.24	0.04	-0.05	0.09	-0.06	0.1	-0.48	0.01	0.15	0.03	0.18	-0.01	0.05	-0.03	0.16
ybr081c	-0.26	-0.27	-0.09	-0.01	0	-0.03	0.08	0.07	-0.11	-0.08	-0.04	0.1	-0.09	0.02	0.2	-0.17	0.11	-0.09
ybr082c	0.11	-0.16	0.21	0.03	0.33	-0.02	0.38	0.1	0.38	0.28	0.07	0	-0.01	-0.03	0.1	0.01	0.09	-1.18
ybl097w	-0.76	-1.03	-1.56	-1.87	-0.75	-0.11	-1.29	0.69	-0.63	NA	-1.42	0.41	-1	NA	-1.11	0.47	-0.4	NA
ybr083w	0.63	0.02	-1.35	NA	-1.6	NA	-1.48	-1.23	-1.01	-0.06	0.52	0.07	-0.23	-0.34	-0.27	-0.75	-0.54	-0.05
ybr084w	0.05	-0.56	-0.33	-0.42	-0.12	-0.18	0.06	-0.06	0.11	0.04	0.08	0.13	0.03	0.36	0.34	0.43	0.13	0.09
ybr084c-a	0.05	-0.21	-0.03	-0.35	-0.24	-0.29	-0.04	NA	0.09	0.14	-0.05	0.06	0.11	0.37	0.07	0.11	-0.17	NA
ybr085w	0.32	-0.01	0.32	0.22	0.51	0.1	0.49	-0.75	0.32	0.43	0.16	0.18	0.15	0.32	0.11	0	0.02	0.01
yal047c	0.01	-0.41	0.4	0.24	-0.2	-0.05	0.13	-0.02	0.23	-0.09	0.06	0.08	0.01	-0.19	0.3	0.49	0.25	-0.49
ybr086c	-0.13	-0.56	-0.22	-0.35	0.04	-0.24	0.18	NA	0.17	0.11	-0.13	-0.15	-0.28	-0.06	0.27	0.35	0.14	0.16
ybr087w	-0.11	-0.33	0.28	0.44	0.21	-0.02	-0.03	0.05	-0.09	0.15	0	0.16	0.23	0.11	-0.11	-0.24	0.04	-0.1
ybr088c	-1.81	-1.13	1.18	1.44	0.98	-0.13	-0.75	-1.4	NA	-1.21	0.57	1.14	0.94	0.21	-0.21	-0.88	-1.27	-1.37
ybr089w	-0.68	-0.47	0.75	1.29	0.31	0.09	-0.85	-0.35	NA	-0.09	-0.44	0.38	0.7	0.01	-0.42	0.12	-1.03	-0.32
ybr090c	-0.37	-0.18	0.08	-0.03	-0.05	0	-0.17	0.31	0.11	0.59	0.25	-0.23	0.1	0.28	0.26	0.68	0.16	0.39
ybr091c	-0.19	-0.18	0.01	-0.26	-0.07	-0.08	-0.2	0.22	-0.06	-0.17	0.07	0	0	0.23	-0.26	0.5	-0.12	0.31
ybr092c	0.6	-0.13	0.02	-0.52	-0.95	-0.79	-0.16	0.7	NA	NA	1.12	0.25	0.01	-0.62	-1.18	NA	0.51	1.18
ybr093c	-0.65	-0.34	-0.02	-0.04	-0.34	-0.42	-0.08	1.23	NA	NA	1.65	1.14	0.35	0.1	-0.41	0.17	0.23	0.95
ybl096c	-0.34	0.07	0.03	-1.08	-0.06	0.18	-0.04	-0.47	-0.07	-0.68	1.58	-0.28	-0.24	0.28	0.35	0.3	-0.36	-1
yal046c	-0.25	0.06	-0.31	-0.22	-0.03	-0.43	0.02	-0.12	0.23	0.13	-0.13	-0.14	-0.1	-0.1	0.15	-0.03	-0.16	-0.11
ybr094w	-0.46	-0.64	-1.98	-0.63	-0.44	-0.38	-0.19	0.38	0.21	0.38	-0.22	-0.06	-0.14	-0.07	-0.45	0.41	0.05	0.22
ybl095w	-0.52	-0.43	-0.66	-0.73	-0.55	-0.06	0.17	0.18	-0.09	-0.25	-0.69	0.78	-0.27	-0.14	-0.17	0.18	-0.28	0.41
ybr095c	-0.23	-0.02	-0.57	-0.4	-0.35	-0.37	-0.52	0.45	0.2	-0.04	0.23	0.1	-0.11	0.18	-0.08	0.55	-0.3	0.11
ybr096w	0.01	0.66	0.41	0.62	0.19	0.15	-0.01	1.09	0.22	-0.05	-0.04	0.47	0.06	0.57	-0.04	NA	0.32	0.31
ybr097w	-0.03	-0.13	-0.34	-0.08	-0.1	-0.12	-0.16	0.19	0.14	-0.43	0.37	0	-0.12	0.19	0.27	-0.12	-0.13	NA
ybl094c	-0.42	-0.34	-0.21	-0.42	-0.68	-0.02	-0.1	0.38	0.02	-0.47	-0.48	0.22	-0.14	0.05	0.01	0.51	-0.16	-0.03
ybr098w	-0.26	-0.11	0.42	0.78	-0.05	-0.12	-0.39	-0.28	-0.5	0.38	0.01	0.46	0.22	-0.06	-0.98	0.23	-0.62	-0.09
ybl093c	-0.26	-0.84	-0.36	-0.64	-0.67	-0.43	-0.41	-0.16	-0.29	0.94	NA	-0.21	-0.48	-0.22	-1.57	0.25	-0.2	0.39
ybr099c	-0.3	-0.45	0.05	-0.01	-0.3	-0.5	-0.43	-0.09	-0.41	-0.52	-0.28	-0.05	0	0.28	-0.33	0.4	-0.29	0.03
ybr101c	0.36	0.81	-0.44	0.32	-0.07	0.14	-0.34	0.19	0.2	0.4	-1.54	-0.22	0.07	0.44	0.48	-0.12	0.38	0.39
ybr102c	-0.29	-0.5	-0.37	-0.17	-0.18	-0.37	-0.13	-0.41	0.02	0.18	-0.09	-0.04	-0.21	0.05	-0.18	0.71	-0.22	-0.03
ybr103w	-0.43	0.02	-0.36	-0.33	0.06	-0.32	0.03	-0.09	-0.12	-0.03	-0.46	-0.22	0.04	-0.14	0.41	0.01	0.11	0.21
ybr104w	-0.01	-0.43	-0.07	0.1	0.38	-0.01	0.23	0.05	0.08	-0.11	-0.21	0.07	0.2	0.18	-0.02	-0.06	-0.06	0.35
ybr105c	0.78	-0.38	-0.01	0.27	0.28	0.25	0.4	0.49	0.21	0.46	0.13	0.02	0.51	0.18	-0.01	-0.07	0.18	-0.13
ybr106w	-0.03	-0.15	0.26	0.15	0.53	-0.01	0.53	0.14	0.41	0.26	0.28	NA	0.32	0.45	0.35	-0.19	0.12	0.15
ybr107c	-0.26	-0.49	0.18	-0.17	-0.24	-0.39	-0.24	-0.02	0.02	-0.26	-0.23	-0.23	0.66	-0.1	0.19	-0.47	-0.22	-0.2
ybr108w	-0.08	0.18	0.35	-0.56	0.05	-0.23	-0.05	-0.18	-0.07	0.65	0.15	-0.1	-0.12	0.32	-0.06	0.24	0.17	0.24
ybr109c	0.27	-0.02	0.44	0.28	0.35	0.08	0.12	0.1	0.29	0.07	0.33	0.12	0.18	0.18	0.43	0.22	0.38	0.05
ybr110w	0.08	-0.11	0.24	0.01	0.28	-0.08	0.27	0.01	0.2	0.31	0.23	0.23	0.18	0.11	0.07	0.31	0.21	0.34
yal044c	-0.55	-0.15	-0.21	-0.16	-0.25	-0.17	-0.05	0.2	-0.04	-0.18	-0.1	-0.15	-0.13	-0.38	-0.03	-0.27	0.33	0.53
ybl092w	0.14	-0.08	0	-0.07	-0.09	-0.18	-0.17	-0.07	0.39	-0.07	0.6	0.27	0.18	0.28	0.48	0.8	0.02	0.19
ybr111c	0.17	-0.01	0.47	0.27	0.17	-0.03	0.05	0.18	0.02	-0.14	0.05	-0.09	-0.03	0.13	0.19	-0.15	0.16	0.29
ybr112c	-0.29	0.69	-0.26	0.01	-0.11	0.01	-0.23	0.07	-0.16	0.49	0.08	0.35	0.03	0.39	-0.35	0.78	-0.11	0.31
ybr113w	-0.21	-0.03	-0.15	0.26	-0.05	0.42	-0.11	0.56	-0.29	-0.55	0.05	0.27	-0.05	0.41	0.11	1.03	0.31	0.52
ybr114w	0.24	-0.51	-1.05	-0.23	-1.59	NA	-1.28	NA	-0.76	NA	-0.57	1	-0.09	NA	-1.11	NA	-0.53	NA
ybr115c	-0.03	-0.12	0.35	0.16	0.22	-0.07	-0.23	0.23	-0.02	-0.14	0.64	0.61	0.22	0.57	0.54	0.77	0.15	0.15
ybl091c	-0.07	0.02	-0.18	-0.14	-0.21	-0.16	-0.12	-0.1	-0.03	0.74	0.03	0.29	-0.06	0.09	-0.21	0.37	0.12	0.27
ybr117c	0.01	-0.34	-0.06	-0.05	-0.24	-0.02	-0.31	0.11	-0.04	-0.26	0.28	0.05	-0.14	0.21	-0.07	0.65	-0.08	0.1
yal043c	-0.22	-0.22	-0.17	-0.32	-0.08	-0.15	-0.09	-0.23	-0.27	-0.04	0.4	-0.3	0.05	-0.13	0.43	1.13	0.13	-0.22
ybr118w	0.35	0.25	-0.01	0.19	-0.24	0.14	0.11	NA	0.13	0.46	0.16	0.24	0.15	0.57	0.43	0.36	0.31	0.72
ybr119w	0.35	0.99	-0.12	-0.25	-0.44	-0.23	-0.01	0.14	-0.17	0.33	-0.19	-0.53	-0.26	NA	-0.41	0.78	-0.05	0.37
ybr120c	0.33	0.76	-0.77	-0.15	-0.66	-0.11	-0.03	NA	-0.11	-1	-0.7	-0.5	-1.14	-1.36	-0.94	-0.33	-0.16	-0.41
ybr121c	0.03	-0.24	-0.2	-0.12	-0.04	-0.13	0	0.19	0.14	-0.2	0.64	0.42	-0.01	0.2	0.48	-0.1	-0.04	0.51
ybr122c	-0.31	-0.35	-0.47	-0.24	-0.65	-0.23	-0.01	NA	-0.27	NA	-0.55	-1.42	-0.18	NA	-0.48	NA	-0.31	NA
ybr123c	-0.46	-0.35	-0.56	-0.46	-0.17	-0.1	0	0.34	0.34	-0.29	0.37	-0.25	-0.12	0.04	0.46	0.25	0.03	0.3
ybr124w	0.05	-0.12	-0.77	-0.91	-1.08	-0.36	0.31	NA	0.2	0.87	0.9	-0.44	0.09	0.17	0.57	0.48	0.05	0.74
ybr125c	0.42	0.11	0.21	0.06	0.01	-0.03	-0.08	-0.12	-0.03	-0.19	0.01	0	-0.04	0.1	0.1	-0.05	0.25	-0.11
ybl090w	0.06	0.04	0.16	-0.03	-0.11	0.21	-0.11	0.45	-0.04	-0.24	0.18	0.36	-0.08	0.1	-0.13	-0.35	-0.03	0.13
ybr126c	0.02	0.95	0.8	0.42	-0.18	-0.61	-0.3	-0.9	-0.29	0.94	0.14	0.4	0.06	0.18	0.09	0.2	-0.03	0.05
ybr127c	0.2	-0.17	0.09	0.1	0.14	0.04	0.04	-0.13	0.08	-0.04	0.21	0.02	-0.02	0.31	0.34	0.35	-0.06	-0.09
ybr128c	0.04	0.01	-0.08	-0.22	-0.36	-0.09	-0.07	-0.07	-0.33	0.28	-0.23	-0.08	-0.39	0.05	-0.19	0.12	0.25	NA
ybl089w	-0.24	-0.13	-0.08	-0.3	-0.34	-0.37	-0.02	-0.07	-0.37	0.46	-1.09	-0.4	-0.08	-0.17	NA	0.37	-0.28	-0.48
ybr129c	-0.12	-0.24	-0.13	0.58	-0.43	-0.14	-0.32	0.04	-0.33	-0.14	-0.28	-0.23	-0.24	-0.12	0.1	-0.24	0.12	-0.34
ybr130c	-0.07	-0.12	-0.1	-0.25	-0.12	0.06	0.38	0.73	0.07	0.03	-0.2	-0.1	-0.19	0.06	0.12	0.17	0.36	NA
ybr131w	0.09	-0.54	-0.13	-0.39	-0.23	0.04	-0.07	-0.14	-0.07	-0.07	-0.06	-0.3	-0.26	-0.26	0.05	-0.28	0.17	-0.29
ybr132c	0.04	1.14	1.01	0.19	0.2	-0.27	-0.08	-0.41	-0.11	1.39	-0.36	-0.03	-0.42	-0.34	-0.35	-0.1	-0.28	1.33
ybr133c	-0.04	-0.52	-0.24	-0.49	-0.06	-0.08	-0.08	-0.29	-0.14	-0.28	0.01	0.08	0.05	0.34	0.24	-0.51	0.2	-0.11
ybr134w	-0.08	-0.02	-0.05	-0.33	0.02	-0.16	0.03	-0.07	-0.16	-0.04	-0.2	0.01	-0.02	0.07	-0.09	0.22	0.23	0.1
ybr135w	-0.16	-0.59	-0.12	-0.04	0.01	0.38	0.08	-0.04	0.04	-0.17	0.11	-0.04	-0.03	0.11	0.28	0.99	0.15	-0.1
yal042w	-0.1	-0.26	0.05	-0.03	0.27	-0.08	0.3	0.04	0.07	0.06	0.04	0.16	0.14	0.11	0.11	-0.41	0.22	0.79
ybr136w	-0.63	0.21	-0.69	-0.56	-0.98	-0.87	-0.61	-0.02	-0.08	0.5	0.27	-0.1	-0.04	0.13	0.85	0.61	-0.29	-0.2
ybl088c	-0.38	-0.28	-0.35	-0.86	-0.62	-0.5	-0.17	0.11	0.23	-0.6	0.42	-0.1	0.42	-0.53	0.33	0.66	-0.02	-0.55
ybr137w	0.01	0.57	0.19	-0.03	-0.2	-0.08	0.27	0.5	0.28	NA	0.25	NA	0.03	NA	0	-1.19	NA	NA
ybr138c	0.82	0.11	NA	NA	-0.56	-0.33	-0.2	NA	NA	NA	-0.9	NA	NA	-1.58	NA	NA	NA	-0.26
ybr139w	-0.42	0.1	0.29	0	-0.45	-0.71	-0.45	0.65	0.27	0.14	0.48	0.21	-0.32	-0.33	-0.2	0.46	0.05	0.56
ybr140c	-0.06	-0.34	-0.52	0.84	-0.36	-0.45	-0.17	-0.43	-0.23	-0.11	-0.14	0.24	-0.15	0.37	-0.27	NA	-0.24	1.47
ybr141c	0.17	-0.56	-0.37	-0.08	0.06	-0.33	-0.2	0.14	0.06	-0.07	0.29	-0.21	-0.03	0.26	0.09	-0.13	-0.21	0.03
ybr142w	-0.41	-0.56	-1.18	-0.75	1.62	-0.59	-0.06	0.06	0	NA	-0.29	NA	0.79	1.06	-0.53	NA	NA	NA
ybr143c	-0.03	-0.39	-0.51	-0.4	-0.1	-0.26	-0.35	-0.03	0.34	0.12	0.6	-1.1	-0.09	0.1	0.22	0.42	-0.23	0.11
ybr144c	-0.01	0.58	-0.79	NA	-0.3	-1.46	0.06	NA	-0.59	NA	-0.89	NA	-0.35	NA	NA	NA	NA	NA
yal041w	-0.06	-0.5	-0.08	-0.02	-0.22	-0.04	-0.02	0.23	-0.13	-0.08	0.01	0.15	-0.22	-0.07	0.14	0.35	0.26	-0.2
ybr145w	0.31	0.41	0.56	0.17	-0.57	0.4	-0.12	-0.35	0.28	-0.2	0.36	-0.55	0.17	0.73	0.44	-0.29	0.2	1.18
