YORF	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
YCL063W	-0.62	-0.68	0.09	0.15	0.24	0.38	0.5	0.78	0.47	0.07	0.15	0.03	0.08	0.46	0.47	0.51	0.55	0.16
YCR031C	0.14	0.12	-0.25	0.02	-0.15	-0.03	0.16	0.25	-0.01	-0.14	-0.11	-0.07	0.26	0.05	0.29	-0.14	0.37	0.02
YJL165C	0.38	0.12	-0.02	0.26	-0.32	0.08	-0.27	0.09	-0.12	-0.07	-0.01	0.06	-0.16	0.12	-0.09	0.2	-0.26	-0.06
YCR032W	0.3	-0.22	0.1	-0.05	0.02	0.08	-0.07	-0.34	-0.04	-0.03	0.02	0.01	-0.19	0.23	0.22	0	0.13	0.06
YCR033W	-0.15	-0.43	-0.33	-0.3	-0.23	-0.14	0.23	-0.2	-0.03	-0.04	-0.3	-0.21	-0.19	-0.06	0.08	-0.06	0.16	0.11
YCL061C	-0.58	-0.27	0.53	1.16	0.52	0.3	-0.68	-0.48	-0.49	-0.45	0.66	0.49	0.38	0.41	0.14	0.84	-0.1	-0.41
YCR034W	-0.59	-0.42	-0.49	-0.07	0.18	0.48	0.07	0.16	0.26	0.23	0.24	0	0.26	0.39	0.34	0.3	0.25	0.13
YCR035C	0.12	-0.57	-0.5	-0.13	-0.21	-0.14	-0.08	-0.1	-0.14	-0.1	-0.18	-0.24	-0.03	0.15	0.16	0.08	-0.14	-0.12
YCR036W	0.36	0.5	0.25	0.11	-0.3	0.38	-0.05	0.33	0.04	0.27	-0.24	0.24	-0.26	-0.04	-0.21	0.31	0.28	0.41
YCR037C	-0.44	0.1	-0.36	-0.5	-0.72	0.12	-0.34	0.07	0.07	-0.4	-0.14	-0.07	-0.31	0.04	0.19	0.65	-0.13	0.13
YCR038C	-0.4	-0.17	-0.52	-0.67	-0.81	-0.08	-0.69	-0.04	-0.03	0.16	-1.33	0	-0.3	-0.07	-0.61	0.33	0.12	-0.06
YCR039C	0.07	0.13	-0.42	-0.06	-0.83	0.27	-0.46	0.36	0.12	-0.49	-0.22	-0.15	-0.24	-0.28	-0.23	0.46	0	0.04
YCR040W	-0.31	0.29	-0.34	-0.09	-0.71	0.22	-0.99	-0.17	-0.18	0.56	0	0.13	-0.12	0	-0.35	0.52	0.14	0.06
YJL164C	-0.38	0.59	0.63	0.45	-0.5	-0.15	-0.72	-0.59	-0.43	0.24	-0.1	-0.11	-0.26	-0.1	-0.61	0	-0.53	-0.18
YCR041W	0.02	0.14	-0.05	-0.11	-0.59	0.15	-0.71	0.56	0.29	-0.17	0.28	0.25	-0.01	0.12	-0.15	0.45	0	0.22
YCR042C	-0.02	0.17	0.15	-0.31	-1.06	-0.42	-0.84	0.17	0.45	0.92	0.86	0.34	-0.37	-0.49	-0.51	0.56	0.04	0.49
YCR043C	0.04	0.26	-0.15	0.13	-0.13	0.5	-0.09	0.78	0.35	-0.15	0.07	0.12	0.14	0.27	0.07	0.64	0	0.4
YCR044C	-0.09	0.09	0.01	-0.21	-0.39	-0.03	-0.03	-0.48	-0.2	0.1	0.38	-0.19	-0.04	-0.07	-0.2	-0.05	-0.11	-0.09
YCR045C	-0.28	-0.46	-0.01	-0.03	0.09	0.19	-0.37	0.12	-0.36	-0.06	-0.1	-0.25	-0.04	0.1	0.29	0.59	0.04	0.18
YCR046C	-0.21	-0.23	-0.1	-0.08	0.07	-0.09	0.13	-0.36	-0.11	0.15	-0.35	-0.08	-0.1	-0.05	-0.11	-0.29	-0.39	-0.17
YCR047C	-0.07	-0.97	-0.81	-0.36	-0.29	-0.11	0.2	0.18	0.02	-0.11	-0.19	0.02	-0.07	0.26	-0.32	0	-0.07	0.09
YCR049C	-0.1	0.26	-0.26	-0.46	0.27	-0.32	0.29	0.07	0.07	-0.13	-0.08	0.34	0.27	0.42	0	-0.03	-0.01	0.09
YCR048W	-0.51	-0.66	-0.53	-0.42	-0.14	-0.38	0.09	-0.42	0.01	0.07	-0.16	0.13	0.1	0.08	0.05	0	-0.03	-0.01
YCL075W	1.6	-0.2	0	0.22	-0.01	0.07	-0.03	0.36	-0.09	0.18	-0.06	0.22	0.05	0.19	-0.22	-0.2	0.28	0.15
YJL163C	0.01	0.54	-0.09	0.74	-0.24	0.94	-0.39	0.59	-0.17	-0.05	-0.23	-0.33	-0.17	0.25	-0.18	-0.01	0	-0.04
YCR050C	-0.24	0.22	-0.16	-0.49	-0.02	-0.29	0.15	-0.13	0.06	0.07	-0.14	0.1	-0.01	0.23	0.06	-0.28	-0.12	-0.01
YCR051W	0.14	-0.1	-0.41	-0.51	-0.14	-0.36	0.2	-0.07	0.29	0.02	-0.03	0.09	0.17	0.2	0.06	-0.06	-0.12	-0.08
YCR052W	-0.13	-0.34	-0.18	-0.13	-0.14	-0.21	0.14	-0.32	0.05	0.17	-0.09	0.11	0.02	0.06	-0.06	-0.19	-0.23	0.11
YCR053W	0.3	-0.06	0.09	-0.14	0.24	-0.18	0.32	0.05	0.25	0.09	0.03	0.12	0.25	-0.02	0.27	0.06	-0.28	-0.06
YCR054C	0.1	-0.37	-0.26	-0.13	-0.13	-0.49	-0.12	-0.48	0.03	-0.17	-0.26	-0.21	-0.22	-0.27	-0.21	-0.37	-0.07	0.04
YCR057C	0.21	-1.39	-0.75	-0.46	-0.02	-0.26	0.05	-0.08	-0.07	-0.05	-0.06	0.07	0.06	0.12	-0.35	-0.09	-0.26	0.05
YCR059C	0.24	0.14	0.12	0.22	0.13	0.28	0.15	0.29	0.38	-0.18	0.32	0.21	0.32	0.19	0.1	0.55	-0.12	0.18
YCR060W	-0.19	0.19	-0.15	-0.12	-0.33	0.21	-0.24	-0.02	0.18	0.34	-0.1	-0.13	0.2	0.05	-0.21	0.33	-0.04	0.18
YCL059C	0.1	-0.18	-0.42	-0.29	0.02	0.13	-0.43	0.18	0.56	0.17	0.68	0.33	0.02	0.58	0.1	0.6	-0.05	0.16
YCR061W	0.14	0.52	0.92	0.75	0.4	0.46	0.22	0.39	0.18	-0.31	-0.19	-0.2	-0.23	-0.27	-0.18	0.34	-0.2	-0.07
YJL162C	-0.1	0.17	-0.87	-0.02	-0.79	0.18	-0.4	-0.16	-0.19	0.24	-0.19	-0.3	-0.36	0.12	-0.58	0.06	-0.31	0.17
YCR062W	-0.02	0.56	0.26	0.64	0.36	0.57	0.18	0.11	0.24	0.26	-0.07	-0.31	-0.19	-0.14	-0.15	0.26	0.02	0.01
YCR064C	-0.35	0.14	-0.27	0.05	-0.48	0.29	-0.32	0.08	0.07	0.33	0.07	-0.06	-0.01	0.17	-0.13	0.45	0.19	0.15
YCR063W	-0.09	0.35	-0.04	0.09	-0.1	0.01	-0.53	0.33	0.24	0.01	0.16	0.19	-0.02	0.16	-0.26	0.39	-0.04	0.13
YCR065W	-1.42	-0.04	0.61	0.79	0.23	0.12	-0.8	-0.41	-0.63	-0.56	0.29	0.92	0.73	0.76	0.2	0.41	-0.36	-0.35
YCR066W	-0.07	0.07	-0.34	-0.13	-0.49	0.31	-0.4	0.28	-0.09	0.14	-0.23	-0.01	-0.09	-0.1	-0.36	0.28	0.02	0.17
YCR067C	-0.18	-0.18	0.11	-0.05	0	0.17	-0.1	0.35	-0.04	-0.15	0.33	0.44	-0.03	0.37	0.09	0.6	-0.02	0.03
YCL058C	-0.27	-0.3	-0.14	0.25	-0.48	0.2	-0.45	0.28	-0.08	0.05	0.07	-0.06	-0.06	-0.12	-0.22	0.18	0	-0.12
YCR068W	-0.35	0.37	0.21	0.1	-0.2	0	-0.1	0.34	0.13	0.46	0.04	0.07	-0.18	0.21	-0.18	0.52	0	0.36
YCR069W	0.29	0.47	0.55	0.33	0.33	0.55	0.35	0.68	0.41	-0.03	-0.04	0	-0.07	0.24	0.17	0.65	0.11	0.35
YCR071C	0.18	-0.06	0.13	-0.06	0.03	-0.08	0.23	0.08	0.1	-0.09	-0.1	-0.12	0.03	0.08	-0.01	-0.08	-0.18	-0.31
YJL222W	0.39	-0.28	0.04	0.08	0.12	0	0.23	0.05	0.03	-0.07	-0.19	0.37	0.06	-0.03	-0.03	0.21	0.21	-0.02
YCR072C	0.23	-0.94	-0.8	-0.51	-0.23	-0.26	0.17	-0.11	0.07	-0.11	-0.29	-0.31	-0.04	-0.17	-0.35	-0.16	-0.1	-0.03
YCR073C	0.41	-0.34	-0.03	-0.33	0.16	-0.28	0.09	-0.24	-0.13	-0.24	-0.48	-0.07	-0.05	-0.2	0.15	-0.01	-0.42	-0.2
YCR073W-A	-0.07	0.26	0.09	-0.17	-0.09	-0.36	0.07	-0.33	-0.04	-0.16	-0.19	0.04	0.06	-0.01	-0.3	-0.25	0.12	0.05
YCR075C	-0.4	-0.06	-0.02	-0.08	0.23	-0.06	0.17	-0.13	-0.11	-0.61	-0.33	-0.12	0.1	-0.07	0.02	-0.1	-0.06	-0.39
YCL057W	0.1	0.29	0.46	0.34	0.49	0.26	-0.22	0.35	0.67	0.23	1.04	0.47	0.04	0.18	0.35	0.75	0.04	0.19
YCR076C	0.02	0.74	0.12	0.12	0.1	0.31	0.23	0.1	0.21	0.01	-0.28	0.04	0	0.2	-0.04	0.09	0.15	0.14
YCR077C	0.29	0.2	0.04	0.24	0.18	0.07	0.22	0.31	0.18	-0.07	0.16	0.3	0.14	0.34	0.17	0.21	0.06	0.15
YCR079W	-0.15	0.03	0.23	-0.27	-0.24	-0.25	-0.09	-0.31	-0.26	0.01	-0.47	-0.2	-0.05	-0.08	-0.41	-0.13	-0.28	-0.11
YCR081W	0.23	0.59	0.22	-0.03	-0.13	0	0.1	-0.06	0.04	0.29	-0.09	0.15	0.07	0.23	-0.01	0.24	0.02	0.23
YCR082W	0.13	-0.28	-0.09	-0.35	-0.06	-0.4	-0.06	0.17	0.14	-0.06	-0.01	-0.03	-0.09	-0.22	-0.28	-0.25	0.06	-0.22
YJL161W	0.28	0.89	0.35	0.24	-0.4	0.12	-0.37	0.05	-0.06	-0.19	0.26	-0.94	0	0.28	-0.27	0.05	-0.38	-0.2
YCR083W	-0.09	0.22	-0.02	0.14	-0.33	0.39	-0.32	0.23	0.06	0.27	0.07	-0.03	-0.01	0.07	-0.19	0.26	0.08	0.15
YCR084C	-0.36	-0.1	-0.45	0.55	0.2	0.45	0.14	0.69	0.29	0.05	0.05	0.31	0.06	0.66	0.2	0.81	0.27	0.46
YCR085W	-0.28	-0.22	0.05	-0.33	-0.47	0.42	-0.15	0.08	-0.31	0.17	-0.98	-0.24	-0.28	0.1	-0.42	0.45	0.1	0.07
YCR086W	-0.2	-0.04	-0.5	-0.09	-0.22	0.42	-0.04	0.65	0.1	-0.47	-0.21	-0.05	-0.04	0.18	-0.13	0.5	-0.02	0.19
YCR087W	0.11	-0.11	-0.45	-0.31	-0.44	0.12	-0.18	0.12	0.21	0.59	0.3	0.17	-0.09	0.17	-0.02	0.37	0.04	0.43
YCR088W	0.18	0.27	0.33	0.42	0.23	0.44	0.02	0.48	0.34	-0.08	0.26	0.49	0.1	0.34	0.19	0.69	0	0.38
YCR089W	0	1.83	0.47	-0.15	-0.4	0	-0.34	0.11	0.09	0.51	0.58	0.16	-0.02	0.23	0.17	0.68	0.04	0.31
YCL056C	0.1	0.32	-0.02	0.41	-0.16	0.35	-0.34	0.44	0.09	0.53	0.27	0.17	0.01	0.11	-0.08	0.36	0.22	0.2
YCR090C	-0.16	0.04	-0.31	0.11	0.42	0.03	-0.29	0.61	0.27	-0.18	0.71	-0.39	0.47	-0.15	0.55	0.8	-0.14	0.34
YJL160C	-0.24	-0.02	-0.8	-0.57	-0.36	0.25	0.37	-0.4	-0.2	0.02	-0.15	-0.53	-0.05	0.18	-1.29	0.03	-0.03	0.08
YCR091W	-0.5	0.46	0.08	-0.33	-0.71	-0.04	-0.27	0.02	-0.09	0.44	0.32	0.12	-0.05	-0.1	-0.09	0.46	-0.26	0.12
YCR092C	-0.1	-0.09	-0.02	0.09	0.06	0.1	0.09	0.04	0.27	-0.07	0.58	0.2	0.02	0.2	0.39	0.52	-0.01	-0.15
YCR093W	-0.23	-0.3	-0.32	-0.14	-0.28	0.02	-0.33	0.23	-0.09	0.32	0.46	0.36	-0.35	0.36	0	0.67	-0.25	0.44
YCL055W	0	1.01	-0.2	-0.43	-0.33	-0.1	-0.61	-0.36	-0.31	-0.17	0.79	0.84	0.53	0.7	0.3	0.64	-0.1	0.23
YCL074W	0	0.67	0.95	0.23	0.05	-0.21	-0.06	0.12	-0.37	-0.21	0	0.31	0.24	-0.13	-0.13	-0.01	-0.05	-0.03
YCR094W	0.04	0.23	0.08	0.23	0.25	0.69	0.07	0.64	0.46	-0.07	0.07	0.38	0.14	0.41	0.14	0.63	0.2	0.29
YCR095C	0.22	0	-0.17	-0.11	-0.07	0.03	0.02	0.05	-0.1	-0.1	-0.25	-0.09	0.07	-0.05	-0.36	-0.22	0.07	0.02
YCR096C	0.27	-0.18	-0.12	-0.18	0.11	-0.07	0.07	0.22	0.11	-0.19	-0.08	-0.3	-0.18	0	-0.14	0	0.29	-0.08
YCR097W	0.55	0.45	0.17	0.14	-0.08	-0.04	0.05	0.39	0.33	0.14	0.14	-0.38	-0.16	0	-0.14	-0.11	0.4	0.04
YCR098C	-0.09	-0.19	0.27	-0.54	0.07	-0.52	-0.14	-0.21	-0.12	0.04	-0.3	-0.26	0.13	-0.06	-1.61	-0.39	-0.25	-0.24
YJL159W	0.61	0.71	0.85	0.25	-0.86	-1.66	-1.52	-1.37	-0.07	0.76	1.44	1.05	0.62	-0.07	-0.43	-0.72	-0.89	0.05
YCR099C	0.46	-0.12	0.24	0.07	0.07	-0.16	-0.23	0.13	-0.05	-0.08	0.23	-0.28	-0.02	0	-0.32	0.05	0.12	0.13
YCR100C	0.4	0.37	0.14	-0.31	-0.07	-0.02	-0.14	-0.1	-0.14	0.12	-0.18	0.1	-0.11	0.11	-0.85	-0.11	-0.01	-0.04
YCR101C	0.45	0	0.19	-0.32	-0.06	-0.28	-0.13	0.05	-0.06	-0.06	0.12	-0.5	-0.11	0	-0.62	-0.15	-0.01	-0.44
YCR102C	0.12	-0.04	0.42	-0.04	0.07	-0.49	-0.26	-0.39	-0.21	-0.13	-0.1	-0.13	0.01	-0.03	-0.83	-0.68	-0.26	-0.18
YCR103C	0.43	-0.15	0.33	-0.03	0.05	-0.31	-0.15	-0.54	-0.21	-0.44	0.06	-0.2	0.06	0	-0.24	-0.18	-0.17	-0.51
YCR104W	0.04	0.08	0	-0.15	-0.01	-0.31	-0.1	-0.4	-0.06	-0.25	-0.21	-0.17	0.22	0.08	-0.28	-0.41	-0.12	-0.33
YCR105W	0.47	-0.4	0.49	0.04	0.23	0.13	0.08	0.29	0.12	0.06	0.23	-0.03	0.27	0.35	-0.14	-0.08	0.02	-0.39
YCR106W	-0.51	-0.06	-0.62	-0.59	-0.48	-0.01	-0.15	-0.05	0.16	-0.18	0.29	-0.08	0.07	0.13	-0.04	0.46	-0.25	0.05
YCR107W	0.05	0.43	0.15	0.29	0.17	0.52	-0.42	0.51	0.35	0.11	0.41	0.53	0.1	0.48	-0.25	0.58	0.06	0.28
YJL158C	-1.89	-1.86	-0.83	-0.11	0.4	0.45	1.08	0.8	0.84	0.37	0.07	-0.05	0.48	0.51	0.9	0.66	0.79	0.26
YCL054W	-0.14	0	-1.02	-0.36	-0.32	-0.15	-0.45	0.16	-0.13	0.33	0.51	-0.02	-0.09	0.13	-0.19	0.27	-0.31	0.09
YCL052C	-0.06	-1.09	0.19	-0.19	-0.36	-0.17	-0.49	-0.17	-0.19	0.23	0.36	0.05	0	0.18	0	0.47	-0.18	0.3
YCL051W	-0.1	0.14	0.15	-0.17	-0.12	0.04	-0.81	-0.09	0.11	-0.17	0.47	0.27	-0.1	0.36	0.15	0.54	-0.16	0.03
YCL050C	0.07	0.1	0.31	0.47	0.21	0.55	0.15	0.4	0.24	0.33	0.39	0.07	-0.02	0.18	0.09	0.29	0.02	0.17
YCL049C	0.65	0.17	0.59	-0.06	-0.12	0.45	0.46	0.25	0.39	0.01	0.05	0.06	0.15	0.13	0.43	0.23	0.48	-0.1
YCL048W	-0.18	-1.03	-0.2	-0.53	0.14	-0.47	0.31	-1.5	-0.33	-0.32	-0.32	-0.2	-0.06	-0.1	0.1	-0.21	-0.17	-0.24
YCL047C	0.17	0.1	0.34	-0.07	-0.15	0.31	0.12	0.2	0.03	-0.07	0.19	0.12	0.04	0.08	-0.05	-0.14	0.09	-0.12
YCL045C	0.29	-0.1	0.24	-0.01	0.15	0.38	0.51	0.39	0.34	0.24	0.35	-0.62	0.17	0.61	0.34	-0.04	0.4	0.16
YCL046W	0.09	-0.2	0.02	-0.28	0.18	-0.04	0.31	0.1	0.14	0.1	0.18	0.21	0.22	0.33	0.1	0.09	0.4	0.26
YCL044C	0.07	-0.11	0.27	-0.1	0.23	0.05	0.34	-0.05	0.07	-0.01	-0.14	-0.06	-0.01	0.07	-0.29	-0.05	0.29	0.05
YJL157C	1.68	-0.51	-1.92	-2.15	-1.61	-1.75	-1.27	-1.45	-0.77	0.32	0.69	0.08	-0.46	-0.38	-0.81	-0.57	-0.29	0.24
YCL043C	0.47	0.1	0.57	0.26	0.54	0.45	0.61	0.34	0.49	0.08	0.55	0.36	0.19	0.37	0.53	0.44	0.29	-0.04
YCL041C	0.09	-0.18	0.31	-0.01	0.11	-0.04	0.19	-0.14	0.04	-0.2	0	-0.04	-0.17	0.11	0.12	0.02	0.22	0.1
YCL042W	-0.02	1.17	1.31	0.86	0.3	-0.56	-0.28	-1.15	-0.67	-0.2	-0.12	0.06	0.06	-0.46	-0.22	-0.27	-0.32	-0.4
YCL040W	-0.07	1.53	1.81	1.19	0.55	-0.3	-0.37	-0.88	-0.61	-0.22	0.03	0.26	0.19	-0.45	-0.15	-0.19	-0.09	-0.3
YCL039W	0.43	0.12	0.42	0.06	0.36	0.04	0.33	-0.01	0.04	-0.06	0.3	-0.05	0.06	0.01	0.21	0.06	0.09	-0.09
YCL038C	0.13	0.2	0.17	-0.47	-0.28	-0.36	0.4	-0.03	0.25	-0.03	-0.31	-0.32	-0.18	-0.2	0.06	-0.12	0.14	-0.03
YCL037C	-0.04	-0.45	-0.36	-0.23	0.06	0.04	-0.39	0.06	0.46	-0.15	0.68	0.41	-0.14	0.35	0.12	0.9	-0.15	0.26
YCL036W	-0.49	-0.87	-1.15	-0.62	-0.76	-0.51	-0.36	-0.08	-0.25	0.03	-0.58	-0.37	-0.04	-0.1	-0.57	0.31	-0.3	-0.06
YCL035C	0.21	0.73	0.67	0.54	0.39	0.39	-0.05	0.36	0.28	-0.07	0.36	0.27	0.11	0.34	-0.02	0.59	0.05	0.17
YCL034W	-0.59	0	-0.05	0.11	-0.58	0.52	0	0.25	-0.34	0.24	0.03	-0.03	-0.15	0.16	-0.08	0.4	0.15	0.27
YJL156C	0.08	-0.04	-0.26	-0.76	-0.42	-0.35	-0.11	-0.15	-0.24	0.04	-0.33	-0.19	-0.36	-0.31	-0.48	-0.14	-0.39	-0.1
YCL033C	0.24	0.43	0.36	0.09	0.11	0.28	-0.23	0.06	0.22	-0.31	0.24	0.09	-0.04	0.28	-0.02	0.56	-0.15	0.11
YCL032W	-0.13	0.14	0.02	0.05	-0.62	0.28	-0.23	0.32	-0.41	0.41	0.29	0.06	-0.15	0.05	-0.32	0.5	0.05	0.21
YCL031C	0.57	-0.17	-0.38	-0.29	-0.25	-0.05	-0.29	0.37	0.22	0.06	0.05	0.29	-0.04	0.14	-0.33	0.5	0.08	0.31
YCL030C	-0.08	0.89	0.55	0.08	-0.52	-0.08	-0.17	0.34	0.4	0.86	0.88	0.55	0.01	0.53	0.5	0.9	0.38	0.69
YCL029C	0.19	0.06	0.16	0.26	0.09	0.14	0	0.06	0.17	-0.15	0.31	-0.34	0.12	0.25	-0.09	0.62	0.2	0.33
YCL028W	-1.01	-0.46	-0.41	-0.21	-0.34	-0.08	-0.42	-0.1	-0.13	0.27	0.27	0.07	0	0.12	0.02	0.28	-0.05	0.18
YCL027W	0	0.56	-0.27	-0.47	-0.5	-0.16	-0.52	-0.09	-0.47	-0.27	0.64	0.33	0.21	0.25	-0.1	0.65	-0.19	0.14
YCL026C-A	-0.79	0	-0.35	-0.78	-0.58	0.44	-0.31	0.27	-0.35	0.07	-0.16	-0.01	0.05	0	-0.39	0.26	0.1	-0.05
YCL025C	-0.43	-0.03	0.02	-0.51	0.15	-0.35	-0.06	-0.29	-0.41	-0.27	0.12	-0.14	-0.11	0.16	-0.02	-0.12	-0.01	-0.35
YJL155C	0.77	0.2	0.52	-0.09	-0.34	0	0.03	-0.1	-0.15	-0.17	0.04	0.03	-0.24	-0.52	-0.24	0.04	0	-0.08
YCL023C	0.03	0.44	1.07	0.54	0.21	0.28	0.08	0.13	-0.33	-0.05	0.32	0.59	0.16	0.27	-0.41	0.05	0.04	-0.23
YCL024W	-0.66	0.03	1.26	0.88	0.1	-0.73	-0.69	-1.36	-1.1	-0.41	0.51	0.82	0.35	-0.3	-0.71	-0.65	-0.75	-0.74
YCL022C	0.14	0.14	1.22	1	0.37	-0.08	-0.12	-0.42	-0.76	0.14	0.39	0.87	0.39	0.28	-0.51	0.17	-0.58	-0.48
YCL020W	1.9	1.58	1.64	1.48	1.38	1.42	1.19	1.56	1.15	1.4	1.09	1.39	0.68	1.34	1.05	1.45	0.76	1.53
YCL019W	1.76	1.37	1.55	1.33	1.26	1.36	1.14	1.2	1.12	1.19	1.09	1.26	0.82	0	1.1	1.36	0.93	0.97
YCL018W	0.68	0.84	1	0.55	0.34	-0.11	0.23	-0.33	-0.07	-0.29	-0.14	-0.09	0.11	-0.07	-0.21	-0.26	-0.12	-0.19
YCL017C	0.64	0	0.56	0.26	0.4	0.29	0.44	0.44	0.37	0.15	0.28	0.35	0.35	0	0.24	0.17	0.45	0.06
YCL016C	-0.08	-0.36	-0.39	-0.69	-0.13	-0.31	0.09	-0.26	-0.24	-0.35	-0.47	-0.28	-0.24	-0.1	-0.56	-0.15	-0.09	-0.15
YCL014W	-0.65	1.87	0	-0.64	-0.23	0.27	0.5	0.46	0.43	-0.02	-0.13	-0.5	-0.37	0	0.66	0.63	0.6	0.07
YCL069W	0.15	-0.25	0.35	-0.23	0.04	-0.06	-0.23	0.38	-0.07	0.22	0	-0.05	0.03	0.03	-0.08	0.23	0.18	-0.46
YJL154C	-0.05	-0.07	-0.19	-0.46	-0.22	-0.44	-0.13	-0.44	-0.08	-0.02	-0.15	0	-0.25	-0.19	-0.17	-0.03	-0.09	0
YDR266C	0.03	-0.29	-0.29	-0.27	-0.08	-0.42	0.09	-0.2	-0.04	0.01	-0.03	-0.14	0	-0.08	-0.16	0.04	-0.2	-0.32
YDR267C	0.01	-0.24	-0.33	-0.07	-0.08	0.11	-0.24	0.2	0.33	0	0.48	-0.18	-0.12	0	-0.14	0.21	-0.09	0
YDR268W	-1.06	0.39	-0.77	-1.18	-0.46	-0.58	-0.53	-0.26	0.17	-0.34	0.41	-0.66	-0.19	-0.75	-0.6	0.15	-0.52	-0.34
YDL200C	-0.37	-0.51	-0.3	-0.04	-0.61	0.11	-0.5	0.09	-0.3	0.21	0.02	-0.24	-0.42	-0.06	-0.79	0.04	0.12	0.27
YDR269C	-0.35	0.39	0.14	0.62	0.29	0.97	0.08	0.76	0.79	0.87	1.29	0.52	0.34	0.58	0.51	0.86	0.56	0.53
YDR270W	-0.55	-0.04	0.02	0.48	0.33	0.32	-0.08	0.48	0.72	0.56	1.41	0.12	0.5	0.42	0.6	0.63	0.01	-0.25
YDR271C	-0.57	0.06	0.31	0.8	0.42	0.9	0.42	0.98	1.05	0.91	1.29	0.8	0.59	0.9	0.81	1.07	0.68	0.87
YDR272W	0.13	0.31	0.14	0.24	-0.24	-0.06	-0.28	-0.04	0.48	0.26	0.71	-0.07	0.01	-0.17	-0.08	0.33	-0.21	0.19
YDR273W	-0.24	-0.39	-0.15	-0.3	-0.26	-0.57	0.27	-0.51	-0.12	-0.21	-0.48	-0.62	-0.25	-0.23	-0.78	-0.12	-0.19	-0.69
YDR274C	-0.08	-0.38	-0.59	-1.41	-0.77	-0.74	-0.54	-0.64	-0.5	-0.17	-0.27	-0.46	-0.06	-0.22	-0.43	-0.39	-0.11	-0.41
YJL153C	-0.37	-0.35	0.31	-0.47	0.21	0	-0.38	-0.27	-0.34	-0.98	-0.39	-0.46	-0.25	-0.21	-0.67	-0.24	-0.19	-0.63
YDR275W	-0.23	-0.43	-0.45	-0.71	-0.56	-0.51	-0.26	-0.5	-0.36	-0.51	-0.54	-0.46	-0.18	-0.37	-0.52	-0.45	0.03	-0.41
YDL199C	-0.38	0.39	0.27	-0.01	-0.18	0.08	-0.76	0.05	-0.11	-0.28	0.17	0.04	-0.19	-0.03	-0.18	0.64	0.07	-0.62
YDR276C	0.02	0.03	-0.02	-0.31	-0.02	-0.32	0.51	-0.02	0.4	0.19	0.1	-0.37	0.02	-0.28	0.11	-0.23	0.18	-0.18
YDR277C	-0.15	-0.08	0.11	-0.28	0.07	-0.48	0.07	-0.1	-0.03	-0.1	0.26	-0.29	-0.1	-0.32	-0.12	-0.16	0	-0.36
YDR278C	0.08	0.04	-0.13	-0.02	-0.43	-0.03	-0.09	-0.26	-0.29	-0.31	-0.35	-0.73	-0.14	-0.07	-0.37	-0.35	-0.09	-0.53
YDR279W	-0.15	-0.1	0.47	0.58	-0.1	0.24	0.17	0.11	0.09	-0.03	0.72	0.49	0.35	0.43	0.08	-0.1	0.09	-0.35
YDR280W	0.04	-0.62	-0.43	-0.47	-0.12	-0.45	0.35	-0.42	-0.01	-0.19	-0.06	-0.36	-0.01	-0.27	-0.25	-0.33	-0.14	-0.29
YDR281C	-0.47	-0.48	-0.28	-0.06	0.19	0.35	0.44	0.65	0.74	0.26	0.78	0.05	0.04	-0.02	-0.2	-0.32	0.03	-0.3
YDR282C	0.55	0.22	0.55	0	0.35	0.91	0.6	1.18	1.14	1.38	1.54	0.89	0.42	0.55	0.42	0.81	0.48	0.97
YDR283C	0.34	-0.14	0.14	0.15	0.23	-0.11	-0.26	0.55	0.43	-0.65	0.26	-0.24	0.29	-0.35	0.74	0.3	-0.08	0
YJL152W	0.11	0.35	0.2	-0.17	-0.14	-0.54	0	-0.47	-0.11	-0.19	-0.26	-0.18	-0.13	-0.38	-0.21	-0.37	0.06	-0.14
YDR284C	-0.39	-0.06	-0.07	0.32	-0.19	0.19	-0.24	-0.1	-0.11	0.39	0.23	-0.26	0.01	-0.06	-0.31	-0.11	-0.13	0.02
YDR285W	0.14	-0.1	-0.52	-0.79	0	-0.36	-1.34	0.1	-0.05	-0.36	1.12	-0.56	-0.38	-0.39	0.17	-0.02	-0.21	-1.08
YDR286C	-0.57	0.12	-0.47	0.33	-0.37	0.42	-0.44	0.33	-0.24	0.34	0.03	-0.37	-0.06	-0.03	-0.6	-0.02	0.18	0.14
YDR287W	0.03	-0.07	0.24	0.26	0.15	0.13	-0.36	0.16	0.47	-0.12	1	0.13	-0.03	0.01	0.12	0.34	-0.07	-0.04
YDL198C	-0.08	0.45	0.63	0.78	0.03	0.6	0.01	0.4	0.19	0.35	0.41	0.03	-0.16	0.2	0.2	0.5	0.36	0.55
YDR288W	-0.35	-0.27	-0.23	0.19	-0.58	0.26	-0.52	0.01	-0.01	0.35	0.43	-0.06	-0.11	0.03	-0.26	0.1	0.01	0.12
